Creation date of BOM:;26/08/2021 12:42:46;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Design name:;ADC418AI12;;;;;;;;;;;;;;;;;;;;
Destination name:;ADC418AI12_DDR8Gb;;;;;;;;;;;;;;;;;;;;
Schematic Doc No.:;A2.C775-6410.7_PCB_BA0_AA_SCMVA;;;;;;;;;;;;;;;;;;;;
Reference;CompID;ReusedComp;ECDM Nomenclature;Value;tolerance;ud_PosTolerance;ud_NegTolerance;Part Name;Part Number NPP;Part Number CSE;Part Number Global;packageName;Variation;VariationItem;Module name;Module reference;Module;Module mode;Module number;Function Code;Component Group
L11002; .cmp98;;L COIL,0.0000068 H,9 A,SMD SOLDERING;6.8u;;20%;20%;AAA2159460000;AAA2159460000;AAA2159460000;AAA2159460000;coil_IHLP-4040DZ-11_c2_s01a;;;;;;;;PS_KL30_FILTER;
L11004; .cmp729;;F BEAD/BLM31KN271SH1#,16mOhm,270Ohm,4.5A,SMD SOLDERING;270;;25%;0%;A2C03759400;A2C0375940000;A2C0375940000;A2C0375940000;ind1206_m01a;;;;;;;;PS_RVP_LM74810_01;
L13002; .cmp134;;L COIL,0.0000068 H,9 A,SMD SOLDERING;6.8u;;20%;20%;AAA2159460000;AAA2159460000;AAA2159460000;AAA2159460000;coil_IHLP-4040DZ-11_c2_s01a;;;;;;;;PS_PREBOOST_LM5155_27V_1A;
L14001; .cmp2062;;L COIL,0.0000047 H,1.4 A,SMD SOLDERING;4.7u;;20%;20%;A2C04169500;A2C0416950000;A2C0416950000;A2C0416950000;ind_toko_mdt2520cn_h1200_c01a;;;;;;;;PS_PMIC_SUC_VR5510;
L14002; .cmp2168;;L COIL/IHLP2525_ETQP_KVN,4.7uH,6 A,SMD;4.7u;;20%;20%;A2C02370500;A2C0237050000;A2C0237050000;A2C0237050000;ind_ihlp_2525cz_c2_s01a;;;;;;;;PS_PMIC_SUC_VR5510;
L14003; .cmp2025;;L COIL/1uH 3A,1uH,3A,SMD SOLDERING;1u;;20%;20%;A2C04169600;A2C0416960000;A2C0416960000;A2C0416960000;ind_toko_mdt2520cn_h1200_c01a;;;;;;;;PS_PMIC_SUC_VR5510;
L14004; .cmp2073;;L COIL/1uH 3A,1uH,3A,SMD SOLDERING;1u;;20%;20%;A2C04169600;A2C0416960000;A2C0416960000;A2C0416960000;ind_toko_mdt2520cn_h1200_c01a;;;;;;;;PS_PMIC_SUC_VR5510;
L14005; .cmp2013;;L COIL/1uH 3A,1uH,3A,SMD SOLDERING;1u;;20%;20%;A2C04169600;A2C0416960000;A2C0416960000;A2C0416960000;ind_toko_mdt2520cn_h1200_c01a;;;;;;;;PS_PMIC_SUC_VR5510;
L14009; .cmp2091;;F BEAD/-,9mOhm,120Ohm,6A,SMD SOLDERING;120;;25%;25%;A2C03485800;A2C0348580000;A2C0348580000;A2C0348580000;ind1206_m01a;;;;;;;;PS_PMIC_SUC_VR5510;
L14010; .cmp2217;;F BEAD/-,1mOhm,50Ohm,12A,SMD;50;;25%;25%;A2C02064200;A2C0206420000;A2C0206420000;A2C0206420000;1206_13_s01a;;;;;;;;PS_PMIC_SUC_VR5510;
L17008; .cmp1101;;L COIL/1uH 3A,1uH,3A,SMD SOLDERING;1u;;20%;20%;A2C04169600;A2C0416960000;A2C0416960000;A2C0416960000;ind_toko_mdt2520cn_h1200_c01a;;;;;;;;PS_BUCK_0V9_BD9S200;
L21000; .cmp1028;;L COIL,0.0001 H,0.15 A,SMD SOLDERING;100u;;20%;20%;A2C03926900;A2C0392690000;A2C0392690000;A2C0392690000;ind_tdk_45b_m01a;;;;;;;;Com_CAN_AFE_02;
L21002; .cmp969;;L COIL,0.0001 H,0.15 A,SMD SOLDERING;100u;;20%;20%;A2C03926900;A2C0392690000;A2C0392690000;A2C0392690000;ind_tdk_45b_m01a;;;;;;;;Com_CAN_AFE_01;
L22000; .cmp10;;F BEAD,0.15 ohm,600.0 ohm,1.0 A,SMD SOLDERING;600;;25%;25%;A2C03034100;A2C0303410000;A2C0303410000;A2C0303410000;ind0603_m01a;;;;;;;;Com_ETH_SW_RTL9072AAD-FS;
L22001; .cmp4;;F BEAD,0.15 ohm,600.0 ohm,1.0 A,SMD SOLDERING;600;;25%;25%;A2C03034100;A2C0303410000;A2C0303410000;A2C0303410000;ind0603_m01a;;;;;;;;Com_ETH_SW_RTL9072AAD-FS;
L22002; .cmp36;;F BEAD,0.15 ohm,600.0 ohm,1.0 A,SMD SOLDERING;600;;25%;25%;A2C03034100;A2C0303410000;A2C0303410000;A2C0303410000;ind0603_m01a;;;;;;;;Com_ETH_SW_RTL9072AAD-FS;
L22003; .cmp91;;F BEAD,0.15 ohm,600.0 ohm,1.0 A,SMD SOLDERING;600;;25%;25%;A2C03034100;A2C0303410000;A2C0303410000;A2C0303410000;ind0603_m01a;;;;;;;;Com_ETH_SW_RTL9072AAD-FS;
L22004; .cmp1487;;L COIL,0.00008 H,0.07 A,SMD SOLDERING;80u;;50%;30%;A2C03318500;A2C0331850000;A2C0331850000;A2C0331850000;ind_tdk_murata_3225_h2500_c4_no_mark_c01a;;;;;;;;COM_ETH_AFE_1000BASET1;
L22005; .cmp360;;F BEAD,0.15 ohm,600.0 ohm,1.0 A,SMD SOLDERING;600;;25%;25%;A2C03034100;A2C0303410000;A2C0303410000;A2C0303410000;ind0603_m01a;;;;;;;;Com_ETH_SW_RTL9072AAD-FS;
L22006; .cmp77;;F BEAD,0.15 ohm,600.0 ohm,1.0 A,SMD SOLDERING;600;;25%;25%;A2C03034100;A2C0303410000;A2C0303410000;A2C0303410000;ind0603_m01a;;;;;;;;Com_ETH_SW_RTL9072AAD-FS;
L30000; .cmp674;;L COIL/CMC,100B Ethernet ,200uH,SMD SOLDERING;200u;;0%;0%;A2C02973300;A2C0297330000;A2C0297330000;A2C0297330000;ind_tdk_murata_3225_h2500_c4_no_mark_c01a;;;;;;;;COM_ETH_AFE_100BASET1_06;
L30004; .cmp673;;L COIL/CMC,100B Ethernet ,200uH,SMD SOLDERING;200u;;0%;0%;A2C02973300;A2C0297330000;A2C0297330000;A2C0297330000;ind_tdk_murata_3225_h2500_c4_no_mark_c01a;;;;;;;;COM_ETH_AFE_100BASET1_05;
L30005; .cmp675;;L COIL/CMC,100B Ethernet ,200uH,SMD SOLDERING;200u;;0%;0%;A2C02973300;A2C0297330000;A2C0297330000;A2C0297330000;ind_tdk_murata_3225_h2500_c4_no_mark_c01a;;;;;;;;COM_ETH_AFE_100BASET1_07;
L41000; .cmp1372;;F BEAD/30mOhm,100Ohm,3A,SMD SOLDERING;100;;25%;25%;A2C02691600;A2C0269160000;A2C0269160000;A2C0269160000;0603_06_m01a;;;;;;;;IC_SUC_S32G275A;
L41001; .cmp1413;;F BEAD/30mOhm,100Ohm,3A,SMD SOLDERING;100;;25%;25%;A2C02691600;A2C0269160000;A2C0269160000;A2C0269160000;0603_06_m01a;;;;;;;;IC_SUC_S32G275A;
L41002; .cmp1765;;F BEAD/30mOhm,100Ohm,3A,SMD SOLDERING;100;;25%;25%;A2C02691600;A2C0269160000;A2C0269160000;A2C0269160000;0603_06_m01a;;;;;;;;MEM_FLASH_OSPINOR_128Mbit;
L41003; .cmp1585;;F BEAD/30mOhm,100Ohm,3A,SMD SOLDERING;100;;25%;25%;A2C02691600;A2C0269160000;A2C0269160000;A2C0269160000;0603_06_m01a;;;;;;;;IC_SUC_S32G275A;
L41005; .cmp1587;;F BEAD/30mOhm,100Ohm,3A,SMD SOLDERING;100;;25%;25%;A2C02691600;A2C0269160000;A2C0269160000;A2C0269160000;0603_06_m01a;;;;;;;;IC_SUC_S32G275A;
L41006; .cmp1588;;F BEAD/30mOhm,100Ohm,3A,SMD SOLDERING;100;;25%;25%;A2C02691600;A2C0269160000;A2C0269160000;A2C0269160000;0603_06_m01a;;;;;;;;IC_SUC_S32G275A;
L41007; .cmp1589;;F BEAD/30mOhm,100Ohm,3A,SMD SOLDERING;100;;25%;25%;A2C02691600;A2C0269160000;A2C0269160000;A2C0269160000;0603_06_m01a;;;;;;;;IC_SUC_S32G275A;
L41008; .cmp1590;;F BEAD/30mOhm,100Ohm,3A,SMD SOLDERING;100;;25%;25%;A2C02691600;A2C0269160000;A2C0269160000;A2C0269160000;0603_06_m01a;;;;;;;;IC_SUC_S32G275A;
L41009; .cmp1311;;F BEAD/30mOhm,100Ohm,3A,SMD SOLDERING;100;;25%;25%;A2C02691600;A2C0269160000;A2C0269160000;A2C0269160000;0603_06_m01a;;;;;;;;IC_SUC_S32G275A;
L41010; .cmp1145;;F BEAD/30mOhm,100Ohm,3A,SMD SOLDERING;100;;25%;25%;A2C02691600;A2C0269160000;A2C0269160000;A2C0269160000;0603_06_m01a;;;;;;;;IC_SUC_S32G275A;
L41011; .cmp1595;;F BEAD/30mOhm,100Ohm,3A,SMD SOLDERING;100;;25%;25%;A2C02691600;A2C0269160000;A2C0269160000;A2C0269160000;0603_06_m01a;;;;;;;;IC_SUC_S32G275A;
L41014; .cmp1594;;F BEAD/30mOhm,100Ohm,3A,SMD SOLDERING;100;;25%;25%;A2C02691600;A2C0269160000;A2C0269160000;A2C0269160000;0603_06_m01a;;;;;;;;IC_SUC_S32G275A;
Q22000; .cmp888;;Q QUARTZ,25000000 Hz,EC_3225_G,SMD SOLDERING;25M;50;;;AAA2177490000;AAA2177490000;AAA2177490000;AAA2177490000;quartz_nx3225ga_c2_h0900_au_c01a;;;;;;;;Com_ETH_SW_RTL9072AAD-FS;
Q41000; .cmp1588;;Q QUARTZ,40000000 Hz,EC_3225_G,SMD SOLDERING;40M;50;;;AAA2178240000;AAA2178240000;AAA2178240000;AAA2178240000;quartz_nx3225gd_dsx320ge_c01a;;;;;;;;IC_SUC_S32G275A;
R11000; .cmp694;;R LIN,10K,1%,TK100,100mW,0603,SMD SOLDERING;10k;1%;;;A2C04220600;A2C0422060000;A2C0422060000;A2C0422060000;0603_06_m01a;;;;;;;;PS_RVP_LM74810_01;
R11004; .cmp706;;R LIN,100K,1%,TK100,100mW,0603,SMD SOLDERING;100k;1%;;;A2C04220500;A2C0422050000;A2C0422050000;A2C0422050000;0603_06_m01a;;;;;;;;PS_RVP_LM74810_01;
R11008; .cmp763;;R LIN,100.0 ohm,1.0 %,100.0 ppm/K,0.1 W,EC_0603,SMD SOLDERIN;100;1%;;;A2C04521800;A2C0452180000;A2C0452180000;A2C0452180000;0603_06_m01a;;;;;;;;PS_RVP_LM74810_01;
R11024; .cmp210;;R LIN,10K,0.1%,TK25,63mW,0402,SMD SOLDERING;10k;0.1%;;;A2C04112500;A2C0411250000;A2C0411250000;A2C0411250000;0402_04_m01a;;;;;;;;PS_ISENSE_INA213_KL31_1;
R11026; .cmp701;;R LIN,100K,1%,TK100,100mW,0603,SMD SOLDERING;100k;1%;;;A2C04220500;A2C0422050000;A2C0422050000;A2C0422050000;0603_06_m01a;;;;;;;;PS_RVP_LM74810_01;
R11027; .cmp719;;R LIN,39200 ohm,1 %,100 ppm/K,0.1 W,EC_0603,SMD SOLDERING;39.2k;1%;;;AAA2122870000;AAA2122870000;AAA2122870000;AAA2122870000;0603_06_m01a;;;;;;;;PS_RVP_LM74810_01;
R11031; .cmp689;;R LIN,3300.0 ohm,1.0 %,100.0 ppm/K,0.063 W,EC_0402,SMD SOLDE;3.3k;1%;;;A2C04594800;A2C0459480000;A2C0459480000;A2C0459480000;0402_04_m01a;;;;;;;;PS_RVP_LM74810_01;
R11035; .cmp720;;R LIN,100.0 ohm,1.0 %,100.0 ppm/K,0.1 W,EC_0603,SMD SOLDERIN;100;1%;;;A2C04521800;A2C0452180000;A2C0452180000;A2C0452180000;0603_06_m01a;;;;;;;;PS_RVP_LM74810_01;
R11039; .cmp688;;R JUMP,0.05 ohm,0 W,1.0 A,EC_0603,SMD SOLDERING;50m;;;;A2C04224300;A2C0422430000;A2C0422430000;A2C0422430000;0603_06_m01a;;;;;;;;PS_RVP_LM74810_01;
R11045; .cmp714;;R SHUNT,0R008,2W,15.8A,2nH,2010;8m;0%;;;A2C00378000;A2C0037800000;A2C0037800000;A2C0037800000;2010_06_s01a;;;;;;;;PS_RVP_LM74810_01;
R11055; .cmp554;;R LIN,100K,0.1%,TK25,100mW,0603,SMD SOLDERING;100k;0.1%;;;A2C02590400;A2C0259040000;A2C0259040000;A2C0259040000;0603_06_m01a;;;;;;;;PS_KL30_FILTER;
R11056; .cmp558;;R LIN,4K7,0.1%,TK25,63mW,0402,SMD SOLDERING;4.7k;0.1%;;;A2C04112100;A2C0411210000;A2C0411210000;A2C0411210000;0402_04_m01a;;;;;;;;PS_KL30_FILTER;
R12000; .cmp314;;R LIN,4K7,1%,TK100,63mW,0402,SMD SOLDERING;4.7k;1%;;;A2C04219900;A2C0421990000;A2C0421990000;A2C0421990000;0402_04_m01a;;;;;;;;PS_ISENSE_INA302_1;
R12001; .cmp1172;;R LIN,56K,0.1%,TK25,63mW,0402,SMD SOLDERING;56k;0.1%;;;A2C04368200;A2C0436820000;A2C0436820000;A2C0436820000;0402_04_m01a;;;;;;;;IPC_DROPBUFFER_20MS_15A;
R12002; .cmp1021;;R LIN,680R,1%,TK100,63mW,0402;680;1%;;;A2C02364200;A2C0236420000;A2C0236420000;A2C0236420000;0402_04_m01a;;;;;;;;IPC_DROPBUFFER_20MS_15A;
R12003; .cmp1027;;R LIN,220R,1%,TK100,63mW,0402;220;1%;;;A2C02363600;A2C0236360000;A2C0236360000;A2C0236360000;0402_04_m01a;;;;;;;;IPC_DROPBUFFER_20MS_15A;
R12004; .cmp1025;;R LIN,10K,1%,TK100,63mW,0402,SMD SOLDERING;10k;1%;;;A2C04219600;A2C0421960000;A2C0421960000;A2C0421960000;0402_04_m01a;;;;;;;;IPC_DROPBUFFER_20MS_15A;
R12005; .cmp321;;R JUMP,0.05 ohm,0 W,1.0 A,EC_0402,SMD SOLDERING;50m;;;;A2C04224200;A2C0422420000;A2C0422420000;A2C0422420000;0402_04_m01a;;;;;;;;PS_ISENSE_INA302_1;
R12007; .cmp855;;R LIN,4K3,0.1%,TK25,100mW,0402;4.3k;0.1%;;;A2C02302200;A2C0230220000;A2C0230220000;A2C0230220000;0402_04_m01a;;;;;;;;IPC_DROPBUFFER_20MS_15A;
R12017; .cmp887;;R LIN,4K7,1%,TK100,63mW,0402,SMD SOLDERING;4.7k;1%;;;A2C04219900;A2C0421990000;A2C0421990000;A2C0421990000;0402_04_m01a;;;;;;;;IPC_DROPBUFFER_20MS_15A;
R12018; .cmp160;;R LIN,53K6,0.1%,TK25,100mW,0603,SMD SOLDERING;53.6k;0.1%;;;A2C04530000;A2C0453000000;A2C0453000000;A2C0453000000;0603_06_m01a;;;;;;;;PS_UV_DET_NCV33161_1;CHANGE
R12020; .cmp161;;R LIN,3K6,0.1%,TK25,63mW,0402,SMD SOLDERING;3.6k;0.1%;;;A2C04301600;A2C0430160000;A2C0430160000;A2C0430160000;0402_04_m01a;;;;;;;;PS_UV_DET_NCV33161_1;CHANGE
R12021; .cmp232;;R LIN,10.0 ohm,1.0 %,100.0 ppm/K,0.063 W,EC_0402,SMD SOLDERI;10;1%;;;A2C04630000;A2C0463000000;A2C0463000000;A2C0463000000;0402_04_m01a;;;;;;;;PS_ISENSE_INA302_1;
R12023; .cmp255;;R LIN,10.0 ohm,1.0 %,100.0 ppm/K,0.063 W,EC_0402,SMD SOLDERI;10;1%;;;A2C04630000;A2C0463000000;A2C0463000000;A2C0463000000;0402_04_m01a;;;;;;;;PS_ISENSE_INA302_1;
R12024; .cmp162;;R LIN,4K7,0.1%,TK25,63mW,0402,SMD SOLDERING;4.7k;0.1%;;;A2C04112100;A2C0411210000;A2C0411210000;A2C0411210000;0402_04_m01a;;;;;;;;PS_UV_DET_NCV33161_1;CHANGE
R12025; .cmp324;;R LIN,4K7,1%,TK100,63mW,0402,SMD SOLDERING;4.7k;1%;;;A2C04219900;A2C0421990000;A2C0421990000;A2C0421990000;0402_04_m01a;;;;;;;;PS_UV_DET_NCV33161_1;CHANGE
R12044; .cmp895;;R LIN,10K,1%,TK100,63mW,0402,SMD SOLDERING;10k;1%;;;A2C04219600;A2C0421960000;A2C0421960000;A2C0421960000;0402_04_m01a;;;;;;;;IPC_DROPBUFFER_20MS_15A;
R12045; .cmp831;;R LIN,22K,0.1%,TK25,100mW,0603;22k;0.1%;;;A2C01827600;A2C0182760000;A2C0182760000;A2C0182760000;0603_06_m01a;;;;;;;;IPC_DROPBUFFER_20MS_15A;
R12046; .cmp856;;R LIN,11K,0.1%,TK25,63mW,0402,SMD SOLDERING;11k;0.1%;;;A2C03522200;A2C0352220000;A2C0352220000;A2C0352220000;0402_04_m01a;;;;;;;;IPC_DROPBUFFER_20MS_15A;
R12047; .cmp888;;R LIN,1K,1%,TK100,63mW,0402,SMD SOLDERING;1k;1%;;;A2C04219700;A2C0421970000;A2C0421970000;A2C0421970000;0402_04_m01a;;;;;;;;IPC_DROPBUFFER_20MS_15A;
R12048; .cmp234;;R LIN,1K,1%,TK100,100mW,0603,SMD SOLDERING;1k;1%;;;A2C04220700;A2C0422070000;A2C0422070000;A2C0422070000;0603_06_m01a;;;;;;;;PS_INH_SHDN;
R12050; .cmp912;;R LIN,6K8,1%,TK100,63mW,0402,SMD SOLDERING;6.8k;1%;;;A2C04372000;A2C0437200000;A2C0437200000;A2C0437200000;0402_04_m01a;;;;;;;;IPC_DROPBUFFER_20MS_15A;
R12051; .cmp879;;R LIN,100K,1%,TK100,63mW,0402,SMD SOLDERING;100k;1%;;;A2C04219500;A2C0421950000;A2C0421950000;A2C0421950000;0402_04_m01a;;;;;;;;IPC_DROPBUFFER_20MS_15A;
R12052; .cmp840;;R LIN,100K,1%,TK100,100mW,0603,SMD SOLDERING;100k;1%;;;A2C04220500;A2C0422050000;A2C0422050000;A2C0422050000;0603_06_m01a;;;;;;;;IPC_DROPBUFFER_20MS_15A;
R12054; .cmp919;;R LIN,10K,1%,TK100,63mW,0402,SMD SOLDERING;10k;1%;;;A2C04219600;A2C0421960000;A2C0421960000;A2C0421960000;0402_04_m01a;;;;;;;;IPC_DROPBUFFER_20MS_15A;
R12056; .cmp34;;R LIN,100K,0.1%,TK25,100mW,0603,SMD SOLDERING;100k;0.1%;;;A2C02590400;A2C0259040000;A2C0259040000;A2C0259040000;0603_06_m01a;;;;;;;;PS_UV_DET_NCV33161_1;CHANGE
R12057; .cmp55;;R LIN,100K,0.1%,TK25,100mW,0603,SMD SOLDERING;100k;0.1%;;;A2C02590400;A2C0259040000;A2C0259040000;A2C0259040000;0603_06_m01a;;;;;;;;PS_UV_DET_NCV33161_1;CHANGE
R12058; .cmp53;;R LIN,9K1,0.1%,TK25,63mW,0402;9.1k;0.1%;;;A2C01671300;A2C0167130000;A2C0167130000;A2C0167130000;0402_04_m01a;;;;;;;;PS_UV_DET_NCV33161_1;CHANGE
R12067; .cmp1146;;R LIN,1K,1%,TK100,63mW,0402,SMD SOLDERING;1k;1%;;;A2C04219700;A2C0421970000;A2C0421970000;A2C0421970000;0402_04_m01a;;;;;;;;IPC_DROPBUFFER_20MS_15A;
R12073; .cmp1165;;R LIN,100K,1%,TK100,63mW,0402,SMD SOLDERING;100k;1%;;;A2C04219500;A2C0421950000;A2C0421950000;A2C0421950000;0402_04_m01a;;;;;;;;IPC_DROPBUFFER_20MS_15A;
R12080; .cmp326;;R LIN,4K7,1%,TK100,63mW,0402,SMD SOLDERING;4.7k;1%;;;A2C04219900;A2C0421990000;A2C0421990000;A2C0421990000;0402_04_m01a;;;;;;;;PS_UV_DET_NCV33161_1;CHANGE
R12092; .cmp247;;R LIN,4K7,1%,TK100,63mW,0402,SMD SOLDERING;4.7k;1%;;;A2C04219900;A2C0421990000;A2C0421990000;A2C0421990000;0402_04_m01a;;;;;;;;PS_ISENSE_INA302_1;
R12093; .cmp263;;R LIN,27000.0 ohm,1.0 %,100.0 ppm/K,0.063 W,EC_0402,SMD SOLD;27k;1%;;;A2C02790500;A2C0279050000;A2C0279050000;A2C0279050000;0402_04_m01a;;;;;;;;PS_ISENSE_INA302_1;
R12095; .cmp251;;R LIN,100K,1%,TK100,63mW,0402,SMD SOLDERING;100k;1%;;;A2C04219500;A2C0421950000;A2C0421950000;A2C0421950000;0402_04_m01a;;;;;;;;PS_ISENSE_INA302_1;
R12096; .cmp253;;R LIN,10K,0.1%,TK25,63mW,0402,SMD SOLDERING;10k;0.1%;;;A2C04112500;A2C0411250000;A2C0411250000;A2C0411250000;0402_04_m01a;;;;;;;;PS_ISENSE_INA302_1;
R12097; .cmp250;;R LIN,27000.0 ohm,1.0 %,100.0 ppm/K,0.063 W,EC_0402,SMD SOLD;27k;1%;;;A2C02790500;A2C0279050000;A2C0279050000;A2C0279050000;0402_04_m01a;;;;;;;;PS_ISENSE_INA302_1;
R12098; .cmp233;;R JUMP,0.05 ohm,0 W,1.0 A,EC_0402,SMD SOLDERING;50m;;;;A2C04224200;A2C0422420000;A2C0422420000;A2C0422420000;0402_04_m01a;;;;;;;;PS_ISENSE_INA302_1;
R12106; .cmp248;;R LIN,4K7,1%,TK100,63mW,0402,SMD SOLDERING;4.7k;1%;;;A2C04219900;A2C0421990000;A2C0421990000;A2C0421990000;0402_04_m01a;;;;;;;;PS_ISENSE_INA302_1;CHANGE
R13000; .cmp20;;R NTC,10000.0 ohm,3380.0 K,EC_0402,SMD SOLDERING;10k;;;;A2C04464200;A2C0446420000;A2C0446420000;A2C0446420000;0402_06_m01a;;;;;;;;PS_TEMP1;
R13001; .cmp15;;R LIN,4K7,0.1%,TK25,63mW,0402,SMD SOLDERING;4.7k;0.1%;;;A2C04112100;A2C0411210000;A2C0411210000;A2C0411210000;0402_04_m01a;;;;;;;;PS_TEMP1;
R13002; .cmp48;;R NTC,10000.0 ohm,3380.0 K,EC_0402,SMD SOLDERING;10k;;;;A2C04464200;A2C0446420000;A2C0446420000;A2C0446420000;0402_06_m01a;;;;;;;;PS_TEMP2;
R13003; .cmp61;;R LIN,4K7,0.1%,TK25,63mW,0402,SMD SOLDERING;4.7k;0.1%;;;A2C04112100;A2C0411210000;A2C0411210000;A2C0411210000;0402_04_m01a;;;;;;;;PS_TEMP2;
R13004; .cmp1167;;R LIN,10K,1%,TK100,63mW,0402,SMD SOLDERING;10k;1%;;;A2C04219600;A2C0421960000;A2C0421960000;A2C0421960000;0402_04_m01a;;;;;;;;IPC_DROPBUFFER_20MS_15A;
R13006; .cmp162;;R JUMP,0.05 ohm,0 W,1.0 A,EC_0402,SMD SOLDERING;50m;;;;A2C04224200;A2C0422420000;A2C0422420000;A2C0422420000;0402_04_m01a;;;;;;;;IPC_DROPBUFFER_20MS_15A;PS_PMIC_SUC_VR5510
R13012; .cmp87;;R LIN,59000 ohm,1 %,100 ppm/K,0.063 W,EC_0402,SMD SOLDERING;59k;1%;;;AAA2124780000;AAA2124780000;AAA2124780000;AAA2124780000;0402_04_m01a;;;;;;;;PS_PREBOOST_LM5155_27V_1A;
R13017; .cmp1115;;R JUMP,0.05 ohm,0 W,1.0 A,EC_0402,SMD SOLDERING;50m;;;;A2C04224200;A2C0422420000;A2C0422420000;A2C0422420000;0402_04_m01a;;;;;;;;IPC_DROPBUFFER_20MS_15A;
R13035; .cmp92;;R LIN,100K,1%,TK100,100mW,0603,SMD SOLDERING;100k;1%;;;A2C04220500;A2C0422050000;A2C0422050000;A2C0422050000;0603_06_m01a;;;;;;;;PS_PREBOOST_LM5155_27V_1A;
R13036; .cmp108;;R LIN,47K,1%,TK100,63mW,0402,SMD SOLDERING;47k;1%;;;A2C04219800;A2C0421980000;A2C0421980000;A2C0421980000;0402_04_m01a;;;;;;;;PS_PREBOOST_LM5155_27V_1A;
R13037; .cmp147;;R LIN,100K,1%,TK100,100mW,0603,SMD SOLDERING;100k;1%;;;A2C04220500;A2C0422050000;A2C0422050000;A2C0422050000;0603_06_m01a;;;;;;;;PS_PREBOOST_LM5155_27V_1A;
R13038; .cmp104;;R LIN,33000 ohm,1 %,100 ppm/K,0.063 W,EC_0402,SMD SOLDERING;33k;1%;;;AAA2182390000;AAA2182390000;AAA2182390000;AAA2182390000;0402_04_m01a;;;;;;;;PS_PREBOOST_LM5155_27V_1A;
R13040; .cmp81;;R LIN,100 ohm,1 %,100 ppm/K,0.063 W,EC_0402,SMD SOLDERING;100;1%;;;AAA2182340000;AAA2182340000;AAA2182340000;AAA2182340000;0402_04_m01a;;;;;;;;PS_PREBOOST_LM5155_27V_1A;
R13041; .cmp132;;R SHUNT,0R015,1W,8.1A,5nH,2010;15m;1%;;;A2C00050645;A2C0005064500;A2C0005064500;A2C0005064500;2010_cft_m01a;;;;;;;;PS_PREBOOST_LM5155_27V_1A;
R13042; .cmp139;;R LIN,47K,1%,TK100,100mW,0603,SMD SOLDERING;47k;1%;;;A2C04221800;A2C0422180000;A2C0422180000;A2C0422180000;0603_06_m01a;;;;;;;;PS_PREBOOST_LM5155_27V_1A;
R13043; .cmp107;;R LIN,1K8,1%,TK100,63mW,0402,SMD SOLDERING;1.8k;1%;;;A2C03509000;A2C0350900000;A2C0350900000;A2C0350900000;0402_04_m01a;;;;;;;;PS_PREBOOST_LM5155_27V_1A;
R13044; .cmp106;;R LIN,100K,0.1%,TK25,100mW,0603,SMD SOLDERING;100k;0.1%;;;A2C02590400;A2C0259040000;A2C0259040000;A2C0259040000;0603_06_m01a;;;;;;;;PS_PREBOOST_LM5155_27V_1A;
R13045; .cmp125;;R LIN,4K7,0.1%,TK25,63mW,0402,SMD SOLDERING;4.7k;0.1%;;;A2C04112100;A2C0411210000;A2C0411210000;A2C0411210000;0402_04_m01a;;;;;;;;PS_PREBOOST_LM5155_27V_1A;
R14000; .cmp2026;;R LIN,1K,1%,TK100,63mW,0402,SMD SOLDERING;1k;1%;;;A2C04219700;A2C0421970000;A2C0421970000;A2C0421970000;0402_04_m01a;;;;;;;;PS_PMIC_SUC_VR5510;
R14001; .cmp2249;;R LIN,100K,1%,TK100,100mW,0603,SMD SOLDERING;100k;1%;;;A2C04220500;A2C0422050000;A2C0422050000;A2C0422050000;0603_06_m01a;;;;;;;;PS_PMIC_SUC_VR5510;
R14002; .cmp1050;;R LIN,10K,1%,TK100,63mW,0402,SMD SOLDERING;10k;1%;;;A2C04219600;A2C0421960000;A2C0421960000;A2C0421960000;0402_04_m01a;;;;;;;;PS_AMUX_SUC_1;
R14003; .cmp2255;;R LIN,100K,1%,TK100,63mW,0402,SMD SOLDERING;100k;1%;;;A2C04219500;A2C0421950000;A2C0421950000;A2C0421950000;0402_04_m01a;;;;;;;;PS_PMIC_SUC_VR5510;
R14005; .cmp2308;;R LIN,5K1,1%,TK100,63mW,0402;5.1k;1%;;;A2C40017161;A2C4001716100;A2C4001716100;A2C4001716100;0402_04_m01a;;;;;;;;PS_PMIC_SUC_VR5510;
R14006; .cmp2293;;R LIN,3R6,1%,TK250,100mW,0603,SMD SOLDERING;3.600000;1%;;;A2C04412100;A2C0441210000;A2C0441210000;A2C0441210000;0603_06_m01a;;;;;;;;PS_PMIC_SUC_VR5510;
R14008; .cmp2203;;R JUMP,0.05 ohm,0 W,1.0 A,EC_0402,SMD SOLDERING;50m;;;;A2C04224200;A2C0422420000;A2C0422420000;A2C0422420000;0402_04_m01a;;;;;;;;PS_PMIC_SUC_VR5510;
R14009; .cmp2306;;R LIN,10K,1%,TK100,63mW,0402,SMD SOLDERING;10k;1%;;;A2C04219600;A2C0421960000;A2C0421960000;A2C0421960000;0402_04_m01a;;;;;;;;PS_PMIC_SUC_VR5510;
R14011; .cmp2204;;R JUMP,0.05 ohm,0 W,1.0 A,EC_0402,SMD SOLDERING;50m;;;;A2C04224200;A2C0422420000;A2C0422420000;A2C0422420000;0402_04_m01a;;;;;;;;PS_PMIC_SUC_VR5510;
